internal_id,song_id,age_at_event_orig,age_at_event_cover,age_at_event_diff,association_orig,association_cover,control_orig,control_cover,control_diff,content,description_orig,description_cover,semantic_distance,emot_content_orig,emot_content_cover,emot_content_diff,emot_intensity_orig,emot_intensity_cover,emot_intensity_diff,energetic_orig,energetic_cover,energetic_diff,experience_orig,experience_cover,familiarity_orig,familiarity_cover,familiarity_diff,important_orig,important_cover,important_diff,preference_orig,preference_cover,preference_diff,social_orig,social_cover,social_diff,unique_orig,unique_cover,unique_diff,vivid_orig,vivid_cover,vivid_diff,mean_sim,rms_difference,spectral_bandwidth_difference,spectral_centroid_difference,spectral_contrast_difference,spectral_flatness_difference,spectral_rolloff_difference,zero_crossing_rate_difference,mfccs_offset_difference,mfcc1_difference,mfcc2_difference,mfcc3_difference,mfcc4_difference,mfcc5_difference,mfcc6_difference,mfcc7_difference,mfcc8_difference,mfcc9_difference,mfcc10_difference,mfcc11_difference,mfcc12_difference,mfccs_dist,tempo_difference,key_difference,treble_difference,tbb_difference,voice_type_difference,mean_valence_difference,mean_arousal_difference
1,2017_2,21,20,1,I do not associate with anything in particular besides maybe the internet since many memes were made about it,2017-2020,completely spontaneous,completely spontaneous,0,same,I was sitting at home alone watching a youtube video by one of my favorite content creators when he parodied this song,One of the favorite youtubers parodied the song in a video,4.476162768,somewhat positive,neutral,1,not at all,not at all,0,a little,a little,0,I have heard it a few times over the internet but rather than listening have heard people talking about how popular it is more than actually hearing the song itself. I have not played it myself however,I have heard this song many times on the internet via videos and livestreams,a little,a little,0,not at all,not at all,0,not at all,not at all,0,a little,a little,0,very,somewhat,1,not at all,a little,-1,0.7204902047422215,-1.0321158739886216,0.3796012322528755,0.9743025998440952,0.02382294109640335,0.23536966258446337,0.8148836692738787,0.6656193719630925,0.3716656537149362,0.17329512569369626,-0.27888683060081093,0.18314640527950363,0.6419720825738044,-1.2029398831211309,-0.32470164745585117,-0.2151215531735595,0.345457395997838,-1.0169569891805663,-0.9428839917484624,-0.09758209109390174,-0.6525999711083904,-0.41587407573084945,-0.6488888295873142,-0.34953753254661263,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,0.7076283034640531,0.3041296171947771
2,2008_2,17,17,0,It is an old song but I associate it with end of high school at 17.,Mostly end of high school is when I picked the song up. 17.,completely spontaneous,somewhat spontaneous,1,same,I put this song on in the middle of our high school math class during senior year.,Remember putting this on in my math class in high school.,3.320116861,neutral,neutral,0,not at all,not at all,0,not at all,a little,-1,I think it is an ok older song that I listened to for a little bit in 2015. I listened for maybe a month several times during then. I think it is Keep Bleeding but I can't even remember the artist now.,"Keep Bleeding, although I don't know the artist. I remember listening occasionally since I knew it was a throwback song, but never really listened a lot. Can't say how often I listened.",somewhat,a little,1,not at all,not at all,0,a little,a little,0,extremely,very,1,a little,somewhat,-1,very,a little,2,-0.48713907087006314,0.777201415729186,-0.4229823587016548,-1.2442479836405012,-0.15381177577989696,-0.05497858673625765,-0.5857089822381387,-0.5491399353341955,0.3662826403651451,-1.204676532283361,1.0854628548533147,-1.035882683641029,-0.5391929490228714,-1.1248167006314105,-1.0296870073034092,-0.4205472436988298,-0.4817519306106868,1.33329033182351,0.12337802089553102,-0.07955394242358031,0.6422882282020304,-0.46883556590006153,0.3273207021112391,-1.2942335664563769,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,-1.2357773764856914,0.9377329863505628
2,2010_1,17,17,0,This was mostly high school 14-18.,15-17,somewhat spontaneous,somewhat deliberate,2,same,I was singing this song in the prom bus on the way to prom.,I was singing this song on the Prom Bus when they were playing throwback songs on our way to our prom.,2.279668272,somewhat positive,somewhat positive,0,somewhat,somewhat,0,very,extremely,-1,"Definitely listened to it a bunch when it first came out, and in 2012 I believe it was I listened a couple times a week for a couple months. However, it slowed down very much after that and I haven't heard it in a long time now. Tik Tok Kesha.","Tik Tok by Kesha was a classic and my dad also used to put it on. I listened to it on a throwback playlist for some time in 2014, but I didn't like it very much so I only played every now and then.",somewhat,somewhat,0,somewhat,somewhat,0,somewhat,a little,1,extremely,extremely,0,extremely,extremely,0,somewhat,somewhat,0,-1.286032283967421,1.346489870927151,-0.18919747647174529,-0.6831792176067742,2.607632416702377,0.597988527037026,-0.3325536135453289,-0.96432808028671,1.8978982468006784,-0.40299946079410937,-0.02390306879210927,0.9516456112902162,2.465903930633313,1.317704689256861,1.3161030740360715,1.2424716464098555,1.726114753809994,-1.1219215274809426,1.5978301167528084,-0.25128601832154196,0.3953625901599852,0.6735971142468588,2.430455384482152,0.12281048440826932,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,2.3080800398932517,3.5823383532616657
2,2011_3,16,16,0,14-18,Mostly high school time to beginning of college 14-20.,somewhat spontaneous,completely spontaneous,-1,same,My friends were talking about some movie that they described as them having Seth Rogan and going to North Korea and this song played in the background.,My friends were quoting the song for some reason at the very beginning because they had just seen the movie about North Korea.,2.294283854,neutral,somewhat positive,-1,not at all,a little,-1,a little,very,-2,Firework by Katy Perry is a classic but I really started listening to her more in 2014 when I listened to throwback playlists. I listened maybe a few times a month in 2014 so not super often.,"katy perry - Firework was a classic back from 2009 I think. It became popular again with our group in high school, and I listened a lot on my own in my personal playlist. Maybe a few times a month for years.",somewhat,very,-1,not at all,a little,-1,somewhat,a lot,-1,somewhat,very,-1,a little,very,-2,not at all,somewhat,-2,1.872382744557016,-0.3522245586831296,-1.292676925684786,-0.9168498593424644,-0.8832717623517523,-0.6207684383690946,-1.1478047088979164,-0.42817103724422695,-0.4385906549606997,-0.92433854404562,-0.7226582324617343,-0.3420342558235117,-1.0496372707582131,-1.1094231754873705,-0.7542100078798829,-0.8121047796346788,-0.5209361111383431,-1.2786701977420871,-0.783324290616243,0.5640370761556156,-0.8592645981452518,-1.5590824367292986,-0.6488888295873142,0.12281048440826932,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,-0.4355515082710882,-0.6600494228248962
2,2012_4,15,16,-1,This was from 14-18,Associated mostly with high school again from 14-18.,completely spontaneous,somewhat spontaneous,1,same,"I remember listening to this song first back in 2012, but what I am remembering is This is my Biome, a parody in Minecraft that I first watched in 2013 I believe.",I remember listening to this remix called This is My Biome in Minecraft back in 2013 I believe.,4.059248067,neutral,neutral,0,not at all,not at all,0,not at all,not at all,0,"I liked the song but hated the rap, but I would listen pretty often throughout high school and when it was on the radio. Maybe a few times a week from 2012-2014, with some weeks being less and some more.","Payphone by maroon 5 is a legendary song. I used to listen on the radio on the way to school back in 2011 I believe. I added it to my youtube playlist for a while, and maybe listened to it a couple times a month for a few months when it first came out.",extremely,very,1,not at all,not at all,0,a lot,a lot,0,not at all,not at all,0,not at all,not at all,0,a little,a little,0,-0.3385077754100898,-1.3135603794739874,-1.3342444783098402,-0.7939655159601923,-0.4174316211234224,0.20823984080916752,-1.211619714245206,-0.30822907829288004,-1.0911646395922625,-1.145335095205938,-1.056484469696256,-0.7012000970867057,-0.8003251883109763,-0.761993384516986,-1.2195090471459955,-0.3811313630804477,-0.884192117119251,-0.7198878987782245,-0.2597231958235299,0.2666213563730373,-0.17771729716275012,-1.736145505430408,0.5132653127498394,0.12281048440826932,-0.1262337488534406,-0.03617196725301611,-0.7699607172920185,0.9934232563978386,-0.10908997138508238
2,2012_5,15,14,1,14-16,This was mostly high school time ages 14-16.,completely deliberate,somewhat spontaneous,-3,same,I was listening to Lights back in 2012 I believe when I was playing COD MW3 pretty often and remember playing call of duty with it on in the background.,I was playing COD MW3 in my room and listened to this in the background back in those 2011-2012 days of high school.,3.742330558,neutral,neutral,0,not at all,not at all,0,not at all,a little,-1,I listened to it in the background with other songs in the playlist. It wasn't a favorite but it was a solid staple from 2012-2013. Listened maybe a couple times a month,"I listened to it on and off but it was on my playlist in 2011. I listened a couple times a week and I remember vibing to this song while playing games. Lights - Eliie Goulding. Good, but not a part of my permanent playlist for long.",very,very,0,not at all,not at all,0,somewhat,somewhat,0,not at all,not at all,0,not at all,not at all,0,not at all,somewhat,-2,0.07022828710483732,-0.47524898237091134,-1.083438234620945,0.1790896868828613,-0.3278015060319327,-1.2836483481583,-0.510548464152576,0.8649420581371957,-0.3110314074733289,-0.42320629373791585,-0.9960877126654156,-0.6757546727674762,-1.0698150225507606,0.2288893809987734,0.8584883674532001,-1.2107181600303667,-0.05709163330345696,-0.562086028766002,0.33623042965722455,-1.2700501981755326,-1.2434301058365038,-0.9401465681028562,-0.6488888295873142,1.5398545352729152,-1.704155609521448,1.7724263953977892,1.429927046399463,1.565013162265409,0.6898012332026467
2,2013_2,16,16,0,I was in high school 16-18.,I associate it with high school so mostly ages 16-18.,somewhat spontaneous,completely deliberate,3,same,"I was listening to this song and was reading about the controversy with nudity, so I looked up the video and was surprised.",I remember the controversial video with nudity with Emily Ratajowski that was uploaded and thinking that it was whatever.,2.515410124,somewhat positive,neutral,1,a little,not at all,1,very,not at all,3,I remembered hearing about the controversy and watched the original video and was surprised by it. I listened on youtube a few more times after that but didn't love Blurred Lines that much.,I listened to Blurred Lines but not outside of the radio or watching the music video for the first time. Very rarely do I listen.,somewhat,somewhat,0,not at all,not at all,0,a little,a little,0,not at all,not at all,0,very,not at all,3,somewhat,not at all,2,0.6275956450797378,-1.0825969877497084,-1.3362492702283952,0.2823317729367568,-0.44104793495350225,-0.02722430915623902,-0.4807348751286976,0.6062240099697115,0.3171499858052582,0.19875584333069127,-0.9769165033147008,0.89758446095078,1.1884836826194634,-0.2823020138501256,0.14516671165284314,-1.350876945394908,-0.6952109921889319,-0.507364539118003,0.5088647126253184,-0.22668344693945625,-0.06834749986701956,-0.20816349710859064,-0.6488888295873142,0.12281048440826932,1.4516881118145668,-1.8447703299038216,1.429927046399463,-0.8928234329651457,-0.715145367968877
2,2013_5,17,17,0,Associated mostly with high school for me. Mostly 14-18,Age 16-18,somewhat deliberate,somewhat spontaneous,-2,same,Listening to a remix of this song by PTX in my room while studying for a final,I was listening to a Pentatonix version of this song Cant Hold Us by Macklemore at night while studying for a test back in 2014,3.629804634,neutral,somewhat positive,-1,not at all,not at all,0,not at all,not at all,0,"I listened to the remix a lot in 2014 when it came out by PTX. I also listened to the original by Macklemore (cant hold us), when it was out on the radio. I added it to my playlist as a workout song. I listened maybe a few times a month until 2014, when I listened a few times a week for about a couple months.",I listened to the PTX version pretty often maybe a couple times a week during a period of a couple months in my junior and senior year of college 2014-15,very,very,0,not at all,not at all,0,a lot,somewhat,1,not at all,not at all,0,not at all,not at all,0,a little,somewhat,-1,-0.6171914543975404,-1.2036403660941029,-0.26103561830688715,-1.2668322930014084,-0.8838552003446618,-1.3182297698106065,-1.3069653291282066,-0.515152011952573,-0.5680584212897308,-1.0568748418964615,0.914915757594436,0.3228450373027016,-1.1410490215406883,0.7801443790908305,2.959209413684291,-0.8589371692779232,3.8418001839327793,-0.4388782816412204,0.882727318762799,1.0540476585424792,0.7715733839809875,1.012055914656229,-0.6488888295873142,-1.2942335664563769,1.4516881118145668,-1.8447703299038216,1.429927046399463,-0.6070284800313603,-0.21928186167304511
2,2013_6,17,17,0,This song is associated with the end of high school to beginning of college. 17-18,Mostly end of high school to beginning of college 17-19. I associate it with my friend from high school who put it on in the background.,completely spontaneous,somewhat spontaneous,1,similar,My friend James had picked me up from school and was singing  the long version of this song and I thought at first I didn't love it.,I was in the car with my best friend in high school and he had that on in the background saying he loved Justin's songs.,5.47981599,somewhat positive,somewhat positive,0,not at all,a little,-1,somewhat,very,-1,I know it's Mirrors by Justin Timberlake. It was a classic song back in 2014 and I listened to it on the radio in high school and was on my playlist in college. Unsure of how often I listened but maybe a couple times a month for 1 year.,I listened to mirrors by justin timberlake because of my friend who put it on in the car. I liked it and added it to the playlist in 2015. It was a staple for a while and I listened multiple times a week for months. Associate it with my best friend from high school.,very,very,0,a little,somewhat,-1,a lot,a lot,0,somewhat,very,-1,not at all,somewhat,-2,not at all,a little,-1,0.9248582359996852,0.9796109001789168,1.6136483172669425,1.8159471604494528,-1.1329157254340905,2.458488848008511,1.5890219460073332,1.9884451350890584,-0.6948238154474767,0.8329035327979208,-0.1651993725106787,0.7010192938614574,-0.34500335067846066,0.26863386592271765,-0.7687398819641754,0.4517311785351422,0.1162032750417052,0.4525608166499394,1.4514476886152154,-0.03180164525661823,1.8732892317743524,0.4543257610728871,-0.5402735318585165,0.12281048440826932,1.4516881118145668,-0.03617196725301611,0.3299831645537223,-0.8356644423783891,-1.045721038832765
2,2014_1,17,17,0,16-18. Mostly high school,16-18. Mostly during the latter half of high school,completely spontaneous,completely spontaneous,0,same,I was dancing in my room after seeing my SAT score reveal and this was on in the background just in case.,"I was sitting in my room waiting for my SAT results back in 2014 and when I got my score I put that on and danced around the room, waking my parents up.",5.94515833,very positive,very positive,0,very,extremely,-1,extremely,extremely,0,I used to listen to it on and off from ages 16-18 mostly in high school. I loved it and put it on my youtube playlist. Listened several times a week at least for several months and it stayed on my playlists for a few years. Didn't listen at quite that frequency for very long.,"I used to listen to a lot when I was happy and generally in a good mood, but it wasn't part of my main playlist.",extremely,extremely,0,very,extremely,-1,love it!,love it!,0,not at all,not at all,0,extremely,extremely,0,somewhat,extremely,-2,1.1292262672571485,-0.1856487307699744,1.338343263478527,1.1416112573904122,-0.8517923979195728,-0.5278476909990811,1.401000369576201,0.8907859418394296,0.363445737666307,-0.4676607855752778,-0.085833478945031,0.7493842586120064,-1.076110888534738,-1.193804424243282,0.754043074326479,-0.6347093788461109,-0.6795941992189064,1.3277057775680006,-0.01964773733203738,-0.4615769472124193,-1.350529322871054,-0.4860385582817888,-0.6488888295873142,1.5398545352729152,1.4516881118145668,-1.8447703299038216,1.429927046399463,-0.2069155459240619,0.08374583661885276
