Submission id,,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Hearing difficulties,Vision,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66704908ae1bf672117acb9a,,APPROVED,Not Applicable,2024-06-17T14:33:12.610000Z,2024-06-17T15:02:31.090000Z,2024-06-17T17:52:58.058000Z,2024-06-17T15:02:31.546667Z,1759,C12CKKMA,3675,English,No,Yes,39,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6670495dc99f10f913bff3d7,,APPROVED,Not Applicable,2024-06-17T14:35:16.363000Z,2024-06-17T15:39:19.588000Z,2024-06-17T17:52:58.263000Z,2024-06-17T15:40:18.775872Z,3844,C12CKKMA,509,"English, Other",No,Yes,28,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
66704969a19cdef8085ce035,,APPROVED,Not Applicable,2024-06-17T14:35:54.970000Z,2024-06-17T15:06:48.069000Z,2024-06-17T17:52:58.456000Z,2024-06-17T15:07:58.927260Z,1854,C12CKKMA,135,English,No,Yes,21,Female,White,United States,United States,United States,English,No,Due to start a new job within the next month
6670498016d44c7364b51ebb,,APPROVED,Not Applicable,2024-06-17T14:38:32.148000Z,2024-06-17T15:05:01.445000Z,2024-06-17T17:52:58.648000Z,2024-06-17T15:05:04.693104Z,1590,C12CKKMA,2299,English,No,Yes,48,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
667049e74bd4a99a00f3b85f,,APPROVED,Not Applicable,2024-06-17T14:36:29.625000Z,2024-06-17T15:06:32.893000Z,2024-06-17T17:52:58.854000Z,2024-06-17T15:07:51.346077Z,1804,C12CKKMA,735,English,No,Yes,26,Male,Other,United States,United States,United States,English,Yes,Full-Time
66704a38f5f945d019245d24,,APPROVED,Not Applicable,2024-06-17T14:37:49.745000Z,2024-06-17T15:24:06.307000Z,2024-06-17T17:50:54.362000Z,2024-06-17T15:24:06.764472Z,2777,NOCODE,1591,English,No,Yes,52,Female,White,United States,United States,United States,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66704a59970c84e77698f0cc,,APPROVED,Not Applicable,2024-06-17T14:38:23.213000Z,2024-06-17T15:18:06.907000Z,2024-06-17T17:52:59.044000Z,2024-06-17T15:19:02.288903Z,2384,C12CKKMA,2060,English,No,Yes,50,Female,Black,United States,United States,United States,English,No,Full-Time
66704a68f5ca71c26122881e,,APPROVED,Not Applicable,2024-06-17T14:38:40.216000Z,2024-06-17T15:08:51.481000Z,2024-06-17T17:52:59.240000Z,2024-06-17T15:10:38.607442Z,1812,C12CKKMA,1072,English,No,Yes,58,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
66704a7dad60bee6413ece91,,APPROVED,Not Applicable,2024-06-17T14:38:53.666000Z,2024-06-17T15:10:52.660000Z,2024-06-17T17:52:59.429000Z,2024-06-17T15:11:01.868196Z,1919,C12CKKMA,1110,English,No,Yes,42,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
66704aaaf5f945d019245d3f,,APPROVED,Not Applicable,2024-06-17T14:42:11.844000Z,2024-06-17T16:07:26.616000Z,2024-06-17T17:52:59.624000Z,2024-06-17T16:10:02.928179Z,5115,C12CKKMA,88,English,No,Yes,25,Female,Mixed,United States,United States,United States,English,No,Full-Time
66704acf6c1f215d8d485521,,APPROVED,Not Applicable,2024-06-17T14:40:24.578000Z,2024-06-17T15:23:24.901000Z,2024-06-17T17:52:59.825000Z,2024-06-17T16:25:00.461833Z,2581,C12CKKMA,55,English,No,Yes,35,Male,Black,United States,United States,United States,English,No,Full-Time
66704b5b1b101716cf98f116,,APPROVED,Not Applicable,2024-06-17T14:43:09.169000Z,2024-06-17T15:21:01.028000Z,2024-06-17T17:53:00.034000Z,2024-06-17T15:21:01.493702Z,2272,C12CKKMA,3351,English,No,Yes,58,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66704b7f7d8090ae79602e4a,,APPROVED,Not Applicable,2024-06-17T14:43:17.530000Z,2024-06-17T15:04:07.947000Z,2024-06-17T17:53:00.228000Z,2024-06-17T15:04:08.551684Z,1251,C12CKKMA,2571,English,No,Yes,53,Female,White,United States,United States,United States,English,No,Full-Time
66704b8e09e6e5797ec72f51,,APPROVED,Not Applicable,2024-06-17T14:43:40.244000Z,2024-06-17T15:13:24.304000Z,2024-06-17T17:53:00.429000Z,2024-06-17T15:13:24.824297Z,1785,C12CKKMA,2332,"English, Russian",No,Yes,51,Female,White,United States,United States,United States,English,No,Part-Time
66704bbc3ac613868b2825b4,,APPROVED,Not Applicable,2024-06-17T14:44:36.625000Z,2024-06-17T15:13:22.211000Z,2024-06-17T17:53:00.615000Z,2024-06-17T15:13:23.067010Z,1726,C12CKKMA,1929,English,No,Yes,35,Female,White,United States,United States,United States,English,No,Full-Time
66704bff311674800ba0a876,,APPROVED,Not Applicable,2024-06-17T14:45:24.318000Z,2024-06-17T15:16:51.515000Z,2024-06-17T17:53:00.804000Z,2024-06-17T15:18:40.643800Z,1888,C12CKKMA,2878,English,No,Yes,52,Female,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
66704c9421e6cab958ad926a,,APPROVED,Not Applicable,2024-06-17T14:48:28.512000Z,2024-06-17T15:15:34.473000Z,2024-06-17T17:53:01.028000Z,2024-06-17T15:18:03.348460Z,1626,C12CKKMA,6968,English,No,Yes,28,Female,White,United States,United States,United States,English,No,Full-Time
66704ca58b5420009c673752,,APPROVED,Not Applicable,2024-06-17T14:48:09.789000Z,2024-06-17T15:15:52.944000Z,2024-06-17T17:53:01.229000Z,2024-06-17T15:18:13.651529Z,1664,C12CKKMA,100,English,No,Yes,35,Male,DATA_EXPIRED,United States,United States,United States,English,No,DATA_EXPIRED
66704cc31c95339dba152e80,,APPROVED,Not Applicable,2024-06-17T14:48:49.157000Z,2024-06-17T15:31:36.008000Z,2024-06-17T17:53:01.424000Z,2024-06-17T15:31:36.553435Z,2567,C12CKKMA,840,English,No,Yes,61,Male,White,United States,United States,United States,English,No,Part-Time
